,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
IWRmultiplier,0.02045978572112304,0.029906415465336754,0.017681996311125478,0.02393656134490647,0.017329747447300693,0.017855604705131797,0.025384596316548727,0.020090822811331194,0.02140954329079083,0.02413669425592682,0.019925036420667175,0.019618421822177847,0.022088092955355302,0.016741583687007712,0.026184464152843884,0.016334769318937938,0.014867876244766659,0.016741784664180442,0.026091765020362496,0.01233659474772419,0.0190893187668845,0.012184372524198062,0.023959842719076738,0.0321960009562613,0.012440061851461879,0.02624838782282107,0.032059614636226676,0.01972441078186779,0.021658369328803124,0.019752265054121,0.019820503923057467,0.018454139316085184,0.024420098927681152,0.02378984138017151,0.03336704513528463,0.023136034899566976,0.030018904283898595,0.030207471612233888,0.01355599403923531,0.025234076656044827,0.020762525534946667,0.018131480341632023,0.023310495735188706,0.017473608108710674,0.01341893981472031,0.010167281410015305,0.016651127721072072,0.01967173300496435,0.02419787528380611,0.029008051481151858,0.03369643305979706,0.01999092910355833,0.017046496441053615,0.012781041468949617,0.02800848276313049,0.011491041046391717,0.022434820441453507,0.027768786592187518,0.020236617144339133,0.022858668190358714,0.020799248608158162,0.01567872760300063,0.01960917445961488,0.019722013242091142,0.018076630902366827,0.02149814494060819,0.027019898743874036,0.027575457699082883,0.03356447237573032,0.026084036739462867,0.02410530730556961,0.03186426381165015,0.012732134220100234,0.02275194517181209,0.028366994382979228,0.020471579592500004,0.009644063965642163,0.02267799841506744,0.022514781406888333,0.023311383034089018,0.029906721350325103,0.025870518950525834,0.027096671551992187,0.016672701881482996,0.0340160114546504,0.04013088654339238,0.02541961997163178,0.0278857863906783,0.017354850186094183,0.02538065001507286,0.029300281392621006,0.029018978310997978,0.01966872555137139,0.019969525043688506,0.028065242519956946,0.01785710911573356,0.013376745566736743,0.026488511142513257,0.021863013300709364,0.04441995668968067
RESloss,0.005710995004282162,0.006716521995906297,0.005374412211497951,0.004788161510787834,0.009455710093593046,0.009864273841232965,0.004155543732347279,0.0037358756282783964,0.009248925244563245,0.00641340173284921,0.003093268450680362,0.004461177502734152,0.007884013683049751,0.009058346097359171,0.010108168409600295,0.004155312955538403,0.007922402340238527,0.0068223041314598555,0.00543592814441612,0.0064271178568356645,0.01001235243829192,0.003899114945079549,0.005280671331089268,0.008545811669957775,0.004614578545736813,0.0054254441862797995,0.007174605102315018,0.0071538647105845315,0.007543280701636151,0.00461920028697647,0.003939101971918786,0.0053020525197126885,0.005026568409025689,0.007315286605955483,0.005947509542998496,0.008604053377261495,0.008422930659520515,0.006374687131602551,0.005372489884996436,0.005632177297250894,0.004654691201908292,0.006261185663367165,0.007930314948070503,0.005705761899750723,0.008239069435925502,0.006578746834381115,0.006170241578347529,0.0068588458992989345,0.0071297872677769224,0.0036100693659906658,0.008005311790673732,0.005274596107079121,0.007047108415428229,0.00513223262349149,0.0051885111662461954,0.005823362997264736,0.006060207420241441,0.007272122137750682,0.009698169277579107,0.010132854813656514,0.008184514829645516,0.006149233784567049,0.004977607910596219,0.005572852965803807,0.008764172173284358,0.007461162471644566,0.006136472878653749,0.0070883474901565335,0.007249990865345851,0.012318082860354525,0.00820129298428956,0.009355074804447652,0.007284034073609198,0.0055811492959542495,0.010101832261890518,0.005454812508679219,0.006596338401865522,0.006400695226103423,0.009290365477159713,0.0071926411854189775,0.006707804537298986,0.01173050468854753,0.010936368368087838,0.011918595781002612,0.004684306648930952,0.016341685685593087,0.007281736067987561,0.011737923505768378,0.008578405496174283,0.006308638844095956,0.006686083605737756,0.008543525162584586,0.008727990667918616,0.013085188922227674,0.00969533575082107,0.006976001065731894,0.00631801961225841,0.004986550722400609,0.006235698655023943,0.00664973682719139
TBDmultiplier,0.00887080580871484,0.011455991272978522,0.009303246372023403,0.012615308018027405,0.006475745021565303,0.00710499060859951,0.007474348410078366,0.006226262120384318,0.007242916740470139,0.007718834700413977,0.003974997964071065,0.005737583429985759,0.00973916891431582,0.008791672820452002,0.005674047617488369,0.005340917033412048,0.010800554436744256,0.005860872998168687,0.010209435258908026,0.007450471171167942,0.005143618192502892,0.008219901736880668,0.0038000791652668155,0.004658738465513802,0.00922687571788401,0.004150032213100538,0.011917422038803348,0.008846449618116044,0.007048974474574656,0.005295278886600145,0.008695107609351193,0.005926980738083852,0.006938418804013812,0.007763832862194417,0.008277973066156269,0.011591797724178116,0.00453266633626385,0.008419936580345596,0.008649852364566809,0.0071042802263442725,0.009077235417606922,0.003474961658684884,0.012980101421587219,0.010648353897700885,0.018934725227701368,0.010748229523919002,0.00558552564574041,0.0045781981444772924,0.006123728706340341,0.006408940667264211,0.007533012564835276,0.007046322331074634,0.010318521576806136,0.007595842667913916,0.0062286167849925494,0.0061835722831414235,0.008393845412593061,0.0067749758688643025,0.00771898489740805,0.009290810426191029,0.010497580817961497,0.005469171452476171,0.011099915001967395,0.010711410145253225,0.010786369599731598,0.006251546969464775,0.009889618372620378,0.006690596252809759,0.012085281435341835,0.010383432819792067,0.01795029225301429,0.011516827979155861,0.011216138189239288,0.007216280037472096,0.011796412682371365,0.008334288794676877,0.009424058351175596,0.011493600447398934,0.0040604992027206965,0.00622582415369244,0.01449956512104409,0.007041620978815658,0.008995622116062599,0.006451580416859365,0.009888941589157109,0.005945751217589371,0.008369981168897738,0.007171599162170581,0.00564410397721348,0.0067448005862539,0.004297909880277706,0.0053764684379184035,0.009999519487893588,0.004348294754273032,0.007902697949656558,0.004925657263556754,0.012048837656409721,0.006680968817283574,0.010925435425838273,0.009023788950180429
M_Imultiplier,0.010927141654080185,0.005451341068071124,0.009454059529189297,0.00950567051750699,0.00488272477355045,0.0073355756464779836,0.007268908669547574,0.006019676405437503,0.012084318318336028,0.011106497585640529,0.015428954340323122,0.007552769392506565,0.013154181913039286,0.008107831684842595,0.009851932013723242,0.00613988600540407,0.005992811710553506,0.0076269796976780315,0.012067062528245395,0.0071284690373397104,0.008513640226210982,0.00466930039082434,0.009170925807093807,0.005355941783732454,0.007342927013883248,0.006339270503986593,0.005940562928532269,0.006291455028758401,0.006014500271192837,0.008838895470379865,0.012699577115775315,0.006732946616690716,0.007545686060881609,0.008820630829506548,0.006411046705213537,0.007423037730494238,0.006160454617662464,0.009321775406783033,0.0059817259080502845,0.005898901245238307,0.012623383692460622,0.0054495729145461,0.009723629834374553,0.007837092256715214,0.011398573997907273,0.013472196310637348,0.009081048370030891,0.00984611776119187,0.010118500810350706,0.009545450213967976,0.00960902802543645,0.005885362429746422,0.010219284446786464,0.008341444208694216,0.010438711320609882,0.008399810594268196,0.010824657476242538,0.005575835281899133,0.010431113034188979,0.0076089841896993604,0.007493011937563809,0.005919744250427997,0.008093319853837759,0.007907367685542278,0.013464216711249382,0.010639318875305477,0.008397847150807625,0.0054987458576346735,0.010418836054272936,0.013418981506960224,0.005463620276654336,0.009832940885770748,0.015644242908081914,0.012584477134256774,0.010226734164020347,0.00749160885631807,0.009436813894954243,0.0073893839610692305,0.009330071714489779,0.0050177205614984665,0.013781382945109812,0.007985041137034233,0.008807569162393312,0.008710503340111735,0.006673534086878207,0.011037540954942601,0.007012784940066832,0.0076369488335197525,0.012730912978427263,0.007665609683878565,0.011530474114119324,0.00843367155149275,0.008084321144857872,0.007621887304268572,0.00977307266964634,0.009093194359866493,0.007929230214326911,0.00885208029644616,0.010350662787558381,0.011421776225863833
ShoshoneDMND,0.017675015431985547,0.011538095800023023,0.00856870569967345,0.009843443744712832,0.007489716628215757,0.007812329254631282,0.020502120783457606,0.019270940888223006,0.012255792889485508,0.013676231700142163,0.017933797443993968,0.01663459352177622,0.018008463987960893,0.015086103761705267,0.01788671939580293,0.010236610225752256,0.015323492863681759,0.016054908158113612,0.013109479224084735,0.008387904333958996,0.014860287473711195,0.011779608246500617,0.017803976482664553,0.009392794111693515,0.0075552671587476436,0.016837463144119953,0.018796023876779065,0.006684082245543979,0.015615102202443635,0.011171903676416942,0.01672531886801116,0.00996164369740208,0.01124280187928744,0.01349103360234162,0.012429492457890698,0.01568103306904601,0.01911512287602868,0.009155127238108742,0.01237786071733587,0.00920524442657663,0.016913815733663167,0.011056954577931323,0.016441705485327265,0.015358155345883289,0.010966160733110422,0.012548351914542255,0.019523830079108025,0.010957542148005895,0.01782823072453148,0.01060844555663471,0.014015662964734528,0.01303239589239159,0.013377160362823026,0.009353151485337398,0.01111548249063027,0.013060260551306345,0.009582318327339717,0.010621641660333933,0.011723506779435672,0.014215282474585696,0.010974896062113756,0.01085897572424294,0.007693541874285713,0.008416637677808427,0.015889736761086435,0.007821834194652549,0.010577906475250892,0.009836681186544183,0.010411638412433874,0.003717870434000936,0.0070746780331104875,0.005806102014994396,0.011736830737285908,0.007710501789492803,0.013043544351496059,0.013581073511405252,0.010932747541128336,0.010026390692569463,0.007540696055692597,0.005230900182996089,0.0070732406463902995,0.006624675092590887,0.005739367766074541,0.010731059863188442,0.006215611702265746,0.005749844452645424,0.008221169440206094,0.007139698530724317,0.0038849985747170393,0.006178136653659253,0.011959608868056753,0.008863208854147826,0.011228702104260597,0.010413643147722718,0.008414755315541629,0.015875856372049503,0.008133455388838445,0.01236499299560078,0.011799531008208203,0.00988780532838479
ENVflows,0.008326282549583602,0.0069370973604238355,0.008820074649861613,0.009526266507992265,0.005358436706991854,0.009022286595838667,0.009621261550973838,0.0070797646454169765,0.007193418988542254,0.006872944284948169,0.009798378421701217,0.007822764396298452,0.007249342049656703,0.014381125267658541,0.012263270189397988,0.010154736800925568,0.009926857441509382,0.015624755717064958,0.011455440207653558,0.006285746231654342,0.010894868062209217,0.007334135009709441,0.010664172774328995,0.007871378712699273,0.010774861726682702,0.01065411544431292,0.0071821562954853075,0.011363424779121356,0.005409565755320252,0.008633813980649885,0.00858624257502627,0.008320522752690802,0.009545332993936052,0.008307981032549745,0.011834134013326765,0.008807587243008863,0.008566966230767038,0.010173023749252772,0.007230788432347514,0.0132571310318478,0.007804883007087326,0.006892047190722565,0.010166742600675124,0.007500227556364152,0.007244302967201962,0.007281795983424122,0.010806457786409124,0.010294760318802838,0.005541966974623192,0.012584249615408992,0.005522258847875662,0.009047720834546028,0.011004550171251787,0.01383464312080848,0.007866436503534507,0.007727925621911218,0.010867440937923675,0.006156869502931108,0.008481422622087169,0.014911262988568354,0.0093796504181681,0.014072851380978739,0.011712754324128593,0.008696732329506813,0.009301194180937984,0.01087275960936779,0.004146412610985094,0.011144326090679741,0.008250371499794778,0.008456716567540414,0.00904445021523026,0.0113700089429265,0.009650153960790045,0.01820239083808955,0.008401586903444742,0.01471850693727025,0.007727808740730177,0.005723765104381244,0.013336147095007403,0.008351328559615743,0.012037948533483295,0.011270007926503357,0.008710961947690533,0.015448413615253563,0.007464252758637898,0.010710427522123953,0.009154599517535783,0.014847557482915726,0.011622995643036477,0.011690844354000047,0.011336704150136963,0.012698050546947517,0.011428302247296171,0.006295226480194185,0.007978369275746968,0.011985600053177437,0.006884905258992101,0.009100543984996328,0.01112325623132149,0.01592141310616691
EVAdelta,0.004309885138897596,0.009495606314597284,0.009845293732064957,0.006951710857340552,0.00951313182517765,0.0060538563959829685,0.008959024374800931,0.010227743818037281,0.01122531592239012,0.005446669951353543,0.007644358282034764,0.016215881382270668,0.008893902520184835,0.0119279728111747,0.009204951750241726,0.009350486661018682,0.013746593573407425,0.006134408843021929,0.014440730835188334,0.01278926506518216,0.009505491663733972,0.010082904081260155,0.009038632780392823,0.0056005918707399335,0.00671355410764692,0.010826062557666175,0.008105015289767164,0.0074781765307149525,0.005223891129595023,0.009046883035115355,0.011956150729678929,0.0053930772971199446,0.020012154145241996,0.010706778889179296,0.010801354775101382,0.005567980818783916,0.009253469510450958,0.006294316100997189,0.00657361581415967,0.013486892946494933,0.015152522959466496,0.009696149870812602,0.007407680863229864,0.011664522378581956,0.005276548464382221,0.012891479979963328,0.006500015153154754,0.016813846123745382,0.006737079310315324,0.010473945715937408,0.010260832166029374,0.005177573029761826,0.007799468404081925,0.013466700264118631,0.013303405261338077,0.004791812665608127,0.011636384007292134,0.011338376074609415,0.008296582041727446,0.00728013543380733,0.010044087743941253,0.009270576714516685,0.009570374793407548,0.006605350033847878,0.008144421319800851,0.013585822207499496,0.01439564441362738,0.007217876675937191,0.013249734837419102,0.00896269589728842,0.009287228249892128,0.009024868488516078,0.010310342397925944,0.012520756143665074,0.009042583090690259,0.009258177839914006,0.021061536956822474,0.018147528269604148,0.014738910387237061,0.009302604127511912,0.005452524375212137,0.01164576995829926,0.012103659105949975,0.012455021235332734,0.007701589289421029,0.013126420005922266,0.011442800820984762,0.012942457936802682,0.011005565067658893,0.018177453237698545,0.00632733836979071,0.010948444069199684,0.008030212617474834,0.008213107753717537,0.009353385637549927,0.0067943767357066176,0.009155181431773948,0.014328223206860473,0.007472900003726681,0.008037818755651691
XBM_mu0,0.02410041917073983,0.03412051180514812,0.02114779100611065,0.03763997627008641,0.04173320043694394,0.03409246415864068,0.04002346075553888,0.02679369274459279,0.03046575101873043,0.03561907175101684,0.04465645520357039,0.04345509905596051,0.05129537018096026,0.04241474417326378,0.054678103627809824,0.055403087838752876,0.03772495017962286,0.028844386703907987,0.045280852067658674,0.03700626225862861,0.042891732354832277,0.035747053790544714,0.05488340084223091,0.035181300517850025,0.0385881709444789,0.03276802789706875,0.035126625689875846,0.030274007089617957,0.030635717137978205,0.03725495906454345,0.033461804539081715,0.020899188680679175,0.041657059964689616,0.04482066467390831,0.04482603926368951,0.04515018037618878,0.03822386123877855,0.02676807309531223,0.04778028613060946,0.052011227699884977,0.031158635863959106,0.02648709528174017,0.06812192244864905,0.047954198724342416,0.04657778429512922,0.04793181525867122,0.03325756746154892,0.023013639835612394,0.04371527574509819,0.03573490149316661,0.05348334387911278,0.033724654232355634,0.0330172507991758,0.029895314552121303,0.03402504595971447,0.037331300732201984,0.04662693436207182,0.03566740344686669,0.04109175195669999,0.049908758493746416,0.03455701810587644,0.05453091273008322,0.04191190731766614,0.045687357737919855,0.050065532707107605,0.05154757380662854,0.05081435213331497,0.03379014797053021,0.04679749938984276,0.02994297019564962,0.044600162835907904,0.049923690315993495,0.06596429594368064,0.053108808089322924,0.04126848677073451,0.04271073544300833,0.04221081908041549,0.032564924597282996,0.03277273609217288,0.05606606124176771,0.02689248217692337,0.028319599392618026,0.03773301676000226,0.030619961235601175,0.048985608819413544,0.02353792512027214,0.04032772058086171,0.051548866619573634,0.04054756098186491,0.0467285234727971,0.05375839792631609,0.040215864216348284,0.05541838822168207,0.06775788045213903,0.05935036997801373,0.04436156036669605,0.05739830230336863,0.05465336566909283,0.05291527082068221,0.03728968605253432
XBM_sigma0,0.010464044962275359,0.009467192705841612,0.006610904218148327,0.013753545578847746,0.015470996557066657,0.006235118748634131,0.00801940838585446,0.006407076432484655,0.01016737393939412,0.011707872405078092,0.007829641729030631,0.003538003598886346,0.010346553645936543,0.007163390410096138,0.006384463744655117,0.008238076598483492,0.007574334059819108,0.00979985992193479,0.00459424413525319,0.010753010825067511,0.00856050091436203,0.01075262489940093,0.009604107765555606,0.006124777002057929,0.007487344384896676,0.008785610006038733,0.011497447448494087,0.006752400580433708,0.005809417679843949,0.007421742581679012,0.008648663684230702,0.012401113935119591,0.00657380349559685,0.012828284924247514,0.011252738000990222,0.008754943510874233,0.005247582129762213,0.011939057086338365,0.007590827462187228,0.010458996854406651,0.00890372499060692,0.016480460769137364,0.006946915264672084,0.007076970459993244,0.008933178650247165,0.008699710230609552,0.015700340702121354,0.009250861068948044,0.011518832867639935,0.006512698273923907,0.008226315540902958,0.010588387444274167,0.009836398361757414,0.008500001723232186,0.007341829002630835,0.005236891654787473,0.010299990374340104,0.017762648658143674,0.008826223933581167,0.008587970419872793,0.003983664187931974,0.007148786685749685,0.005592726861402705,0.005570629609889851,0.01004746101906451,0.012830162887295452,0.009366401338485602,0.01586557544358382,0.011688990815075361,0.00573278795654054,0.013130977342574915,0.006806092204741982,0.008765884876208508,0.010232295814445425,0.0062226769016854875,0.008395658725133768,0.009229296095524303,0.007129482938134582,0.012476305878018129,0.010744096595949774,0.005297521929652036,0.007493637629382779,0.006921951541974127,0.007911850305963548,0.002638803976043071,0.00600443431903579,0.0059927585729232895,0.013963684890278558,0.006745352464741673,0.010842465469927717,0.006445064266211678,0.006900585333927602,0.016592772089179898,0.008073682356688067,0.011143708935865589,0.008566017333696515,0.009032519739416196,0.014024719863789155,0.01349920749726183,0.017355148020688358
XBM_mu1,0.02885679524084858,0.034460505627567535,0.05548012145285835,0.050273275219156,0.03244093575381935,0.03350433863875352,0.04198113679226055,0.04671682590002112,0.03738079967159705,0.061039056310423605,0.05055222862315266,0.036765764592712136,0.048053417304902764,0.047709798025990784,0.04202863722197331,0.04714593558136638,0.059391243356902663,0.04681377640013804,0.047081982275592196,0.05011977679052823,0.06655546498066497,0.03485892265853757,0.04333637850050663,0.03865773056975955,0.04087444080261767,0.04728675805682123,0.035334095919115786,0.037738248452024975,0.041493577570638984,0.0662447876247162,0.03285953349088203,0.041076754228675134,0.04152977484632863,0.04517063984898057,0.05634952945136382,0.04695636521638788,0.03946091005038522,0.04124483377441678,0.032152002764377144,0.04799652082700416,0.03125719098151529,0.02963080778564816,0.046091885675324316,0.0411436332559972,0.050525882523559246,0.05647192120088728,0.048850903412264585,0.05669579015729802,0.05776338988166431,0.05075360090106803,0.037369501760603344,0.054400031500271374,0.05453040246714086,0.05307087172616305,0.062104048632152326,0.039091222187156285,0.027281763041544407,0.031218833191049896,0.03322423656276635,0.03577612483559927,0.048664549773580534,0.0649201288779877,0.04388366351634884,0.04963644517029871,0.041247858289660426,0.033584958054576015,0.02793543890372342,0.03460864317861826,0.02221992438597869,0.04372166117475497,0.045129174133910634,0.038983172128081375,0.03283504952673592,0.03711343673058211,0.04019787587183998,0.035498964483444216,0.032371177098461094,0.0313961259592809,0.036338466011793774,0.036540583455428974,0.03821058832116665,0.05302135475474657,0.03457788470746563,0.043014238770711366,0.03355649149477241,0.06113931969054435,0.06015760315432571,0.05238248688044199,0.05504472682379842,0.05545359200403125,0.0483877877824589,0.0677824046677443,0.07587234608010557,0.05561521671620938,0.05254746755158906,0.04233816079678114,0.021043263369416528,0.05292997366968015,0.02886552839010376,0.03416533953595549
