1908	41.	0.	
1908	0.	0.	
1908	0.	0.	
1909	0.	0.	
1909	0.	0.	
1909	0.	0.	
1909	0.	0.	
1909	0.	0.	
1909	427.	0.	
1909	264.	0.	
1909	171.	0.	
1909	101.	0.	
1909	41.	0.	
1909	0.	0.	
1909	0.	0.	
1910	0.	0.	
1910	0.	0.	
1910	0.	0.	
1910	0.	0.	
1910	102.	0.	
1910	323.	0.	
1910	300.	0.	
1910	144.	0.	
1910	61.	0.	
1910	0.	0.	
1910	0.	0.	
1910	0.	0.	
1911	0.	0.	
1911	0.	0.	
1911	0.	0.	
1911	0.	0.	
1911	0.	0.	
1911	427.	0.	
1911	264.	0.	
1911	171.	0.	
1911	101.	0.	
1911	0.	0.	
1911	0.	0.	
1911	0.	0.	
1912	0.	0.	
1912	0.	0.	
1912	0.	0.	
1912	0.	0.	
1912	0.	0.	
1912	427.	0.	
1912	264.	0.	
1912	171.	0.	
1912	101.	0.	
1912	41.	0.	
1912	0.	0.	
1912	0.	0.	
1913	0.	0.	
1913	0.	0.	
1913	0.	0.	
1913	0.	0.	
1913	102.	0.	
1913	323.	0.	
1913	300.	0.	
1913	144.	0.	
1913	61.	0.	
1913	0.	0.	
1913	0.	0.	
1913	0.	0.	
1914	0.	0.	
1914	0.	0.	
1914	0.	0.	
1914	0.	0.	
1914	0.	0.	
1914	427.	0.	
1914	264.	0.	
1914	171.	0.	
1914	101.	0.	
1914	0.	0.	
1914	0.	0.	
1914	0.	0.	
1915	0.	0.	
1915	0.	0.	
1915	0.	0.	
1915	0.	0.	
1915	102.	0.	
1915	427.	0.	
1915	264.	0.	
1915	171.	0.	
1915	101.	0.	
1915	0.	0.	
1915	0.	0.	
1915	0.	0.	
1916	0.	0.	
1916	0.	0.	
1916	0.	0.	
1916	0.	0.	
1916	0.	0.	
1916	427.	0.	
1916	264.	0.	
1916	171.	0.	
1916	101.	0.	
1916	0.	0.	
1916	0.	0.	
1916	0.	0.	
1917	0.	0.	
1917	0.	0.	
1917	0.	0.	
1917	0.	0.	
1917	102.	0.	
1917	427.	0.	
1917	264.	0.	
1917	171.	0.	
1917	101.	0.	
1917	41.	0.	
1917	0.	0.	
1917	0.	0.	
1918	0.	0.	
1918	0.	0.	
1918	0.	0.	
1918	0.	0.	
1918	0.	0.	
1918	427.	0.	
1918	264.	0.	
1918	171.	0.	
1918	101.	0.	
1918	0.	0.	
1918	0.	0.	
1918	0.	0.	
1919	0.	0.	
1919	0.	0.	
1919	0.	0.	
1919	0.	0.	
1919	0.	0.	
1919	323.	0.	
1919	300.	0.	
1919	171.	0.	
1919	101.	0.	
1919	41.	0.	
1919	0.	0.	
1919	0.	0.	
1920	0.	0.	
1920	0.	0.	
1920	0.	0.	
1920	0.	0.	
1920	0.	0.	
1920	427.	0.	
1920	264.	0.	
1920	171.	0.	
1920	101.	0.	
1920	0.	0.	
1920	0.	0.	
1920	0.	0.	
1921	0.	0.	
1921	0.	0.	
1921	0.	0.	
1921	0.	0.	
1921	0.	0.	
1921	427.	0.	
1921	264.	0.	
1921	171.	0.	
1921	101.	0.	
1921	0.	0.	
1921	0.	0.	
1921	0.	0.	
1922	0.	0.	
1922	0.	0.	
1922	0.	0.	
1922	0.	0.	
1922	0.	0.	
1922	323.	0.	
1922	300.	0.	
1922	171.	0.	
1922	61.	0.	
1922	41.	0.	
1922	0.	0.	
1922	0.	0.	
1923	0.	0.	
1923	0.	0.	
1923	0.	0.	
1923	0.	0.	
1923	0.	0.	
1923	427.	0.	
1923	264.	0.	
1923	171.	0.	
1923	101.	0.	
1923	0.	0.	
1923	0.	0.	
1923	0.	0.	
1924	0.	0.	
1924	0.	0.	
1924	0.	0.	
1924	0.	0.	
1924	0.	0.	
1924	427.	0.	
1924	264.	0.	
1924	144.	0.	
1924	61.	0.	
1924	41.	0.	
1924	0.	0.	
1924	0.	0.	
1925	0.	0.	
1925	0.	0.	
1925	0.	0.	
1925	0.	0.	
1925	102.	0.	
1925	323.	0.	
1925	300.	0.	
1925	144.	0.	
1925	61.	0.	
1925	0.	0.	
1925	0.	0.	
1925	0.	0.	
1926	0.	0.	
1926	0.	0.	
1926	0.	0.	
1926	0.	0.	
1926	0.	0.	
1926	427.	0.	
1926	264.	0.	
1926	171.	0.	
1926	101.	0.	
1926	0.	0.	
1926	0.	0.	
1926	0.	0.	
1927	0.	0.	
1927	0.	0.	
1927	0.	0.	
1927	0.	0.	
1927	0.	0.	
1927	427.	0.	
1927	264.	0.	
1927	171.	0.	
1927	101.	0.	
1927	0.	0.	
1927	0.	0.	
1927	0.	0.	
1928	0.	0.	
1928	0.	0.	
1928	0.	0.	
1928	0.	0.	
1928	0.	0.	
1928	427.	0.	
1928	264.	0.	
1928	171.	0.	
1928	61.	0.	
1928	41.	0.	
